# Simulation 1 (Up to date)
# 728 data points written for 18 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Gravitational acceleration (ft/s²),Angle of attack (°),Mass (lb),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (lbf),Drag force (lbf),Drag coefficient (?),Normal force coefficient (?),Air temperature (°F),Air pressure (psi),Dynamic Pressure (psi),Max Dynamic Pressure (psi)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
16.641,7944.1,270.05,-34.641,32.102,0.43751,80,2.6144,0.24922,20051092,0,6.363,0.47285,0.061374,30.67,10.942,0.47461,4.2556
16.691,7957.5,268.32,-34.606,32.102,0.46218,80,2.6032,0.24765,19916636,0,6.2789,0.47276,0.064958,30.622,10.936,0.46835,4.2556
16.741,7970.9,266.59,-34.571,32.102,0.52097,80,2.5774,0.24608,19783200,0,6.1967,0.47268,0.073558,30.574,10.93,0.46214,4.2556
16.791,7984.2,264.87,-34.539,32.102,0.46573,80,2.6006,0.24449,19647675,0,6.1115,0.47259,0.065465,30.527,10.925,0.45598,4.2556
16.841,7997.4,263.14,-34.508,32.102,0.38191,80,2.6365,0.2429,19511861,0,6.0265,0.4725,0.053319,30.48,10.919,0.44987,4.2556
16.891,8010.5,261.41,-34.476,32.102,0.33007,80,2.6587,0.24131,19376994,0,5.9433,0.47241,0.045887,30.433,10.913,0.44382,4.2556
16.941,8023.5,259.69,-34.446,32.102,0.26388,80,2.6875,0.23973,19242120,0,5.8606,0.47232,0.036486,30.387,10.908,0.43781,4.2556
16.991,8036.5,257.97,-34.414,32.102,0.23312,80,2.7008,0.23815,19108217,0,5.7795,0.47224,0.03215,30.341,10.902,0.43185,4.2556
17.041,8049.3,256.25,-34.384,32.102,0.15131,80,2.7371,0.23656,18973579,0,5.6982,0.47215,0.020727,30.295,10.897,0.42594,4.2556
17.091,8062.1,254.53,-34.351,32.102,0.19215,80,2.7182,0.23501,18841576,0,5.6199,0.47207,0.026407,30.249,10.891,0.42008,4.2556
17.141,8074.8,252.81,-34.317,32.102,0.28307,80,2.677,0.23346,18710854,0,5.5434,0.47198,0.039188,30.204,10.886,0.41427,4.2556
17.191,8087.4,251.1,-34.288,32.102,0.22068,80,2.7043,0.23188,18577336,0,5.4645,0.4719,0.030395,30.159,10.881,0.40851,4.2556
17.241,8099.9,249.39,-34.258,32.102,0.17374,80,2.725,0.23031,18444378,0,5.3867,0.47181,0.023836,30.114,10.875,0.4028,4.2556
17.291,8112.3,247.67,-34.226,32.102,0.20948,80,2.7084,0.22876,18313306,0,5.311,0.47173,0.028821,30.07,10.87,0.39714,4.2556
17.341,8124.7,245.96,-34.194,32.102,0.25355,80,2.6882,0.22721,18182668,0,5.2363,0.47165,0.035006,30.026,10.865,0.39152,4.2556
17.391,8136.9,244.25,-34.165,32.102,0.24002,80,2.6937,0.22565,18051116,0,5.1611,0.47157,0.0331,29.982,10.86,0.38595,4.2556
17.441,8149.1,242.55,-34.135,32.102,0.22621,80,2.6994,0.22409,1.792e7,0,5.0866,0.47149,0.031158,29.939,10.854,0.38043,4.2556
17.491,8161.2,240.84,-34.109,32.101,0.12102,80,2.7465,0.22251,17786880,0,5.0112,0.47141,0.016525,29.896,10.849,0.37496,4.2556
17.541,8173.2,239.14,-34.082,32.101,0.036007,80,2.7851,0.22093,17654614,0,4.9371,0.47133,0.0048821,29.853,10.844,0.36954,4.2556
17.591,8185.1,237.43,-34.056,32.101,0.07707,80,2.7657,0.21935,17522050,0,4.8637,0.47125,0.010484,29.811,10.839,0.36416,4.2556
17.641,8196.9,235.73,-34.027,32.101,0.065694,80,2.7704,0.2178,17392083,0,4.7922,0.47117,0.0089278,29.768,10.834,0.35883,4.2556
17.691,8208.7,234.03,-33.999,32.101,0.070156,80,2.7679,0.21625,17262250,0,4.7212,0.4711,0.009537,29.727,10.829,0.35355,4.2556
17.741,8220.3,232.33,-33.973,32.101,0.15158,80,2.7303,0.21468,17131324,0,4.6504,0.47102,0.020742,29.685,10.824,0.34831,4.2556
17.791,8231.9,230.63,-33.945,32.101,0.16924,80,2.7218,0.21312,17001799,0,4.5806,0.47094,0.023191,29.644,10.82,0.34313,4.2556
17.841,8243.4,228.94,-33.916,32.101,0.12764,80,2.7403,0.21158,16873594,0,4.5119,0.47087,0.01743,29.603,10.815,0.33799,4.2556
17.891,8254.8,227.24,-33.892,32.101,0.21676,80,2.6995,0.21001,16743101,0,4.443,0.47079,0.029813,29.562,10.81,0.33289,4.2556
17.941,8266.1,225.55,-33.866,32.101,0.26851,80,2.6759,0.20846,16613504,0,4.3751,0.47072,0.037085,29.522,10.806,0.32785,4.2556
17.991,8277.4,223.85,-33.839,32.101,0.27427,80,2.6729,0.20691,16484944,0,4.3079,0.47064,0.037896,29.482,10.801,0.32284,4.2556
18.041,8288.5,222.16,-33.816,32.101,0.38608,80,2.6232,0.20534,16354612,0,4.2412,0.47057,0.053824,29.442,10.797,0.31788,4.2556
18.091,8299.6,220.47,-33.788,32.101,0.34859,80,2.6392,0.2038,16227177,0,4.1753,0.4705,0.048449,29.402,10.792,0.31297,4.2556
18.141,8310.6,218.78,-33.762,32.101,0.34952,80,2.6384,0.20225,16099224,0,4.1099,0.47042,0.048578,29.363,10.788,0.3081,4.2556
18.191,8321.5,217.1,-33.734,32.101,0.3078,80,2.6564,0.20072,15972232,0,4.0452,0.47035,0.042632,29.324,10.784,0.30327,4.2556
18.241,8332.3,215.41,-33.708,32.101,0.2993,80,2.6597,0.19918,15844806,0,3.9811,0.47028,0.041425,29.286,10.779,0.29849,4.2556
18.291,8343,213.73,-33.679,32.101,0.20755,80,2.7002,0.19766,15719132,0,3.9178,0.47021,0.028511,29.248,10.775,0.29375,4.2556
18.341,8353.6,212.04,-33.655,32.101,0.24908,80,2.6812,0.19611,15591116,0,3.8547,0.47014,0.03433,29.21,10.771,0.28905,4.2556
18.391,8364.2,210.36,-33.627,32.101,0.13864,80,2.7306,0.1946,15466181,0,3.7929,0.47008,0.018935,29.172,10.766,0.2844,4.2556
18.441,8374.7,208.68,-33.602,32.101,0.15046,80,2.7248,0.19305,15339079,0,3.731,0.47001,0.020568,29.135,10.762,0.27979,4.2556
18.491,8385.1,207,-33.576,32.101,0.09512,80,2.7496,0.19153,15213459,0,3.6702,0.46994,0.012943,29.098,10.758,0.27523,4.2556
18.541,8395.4,205.32,-33.555,32.101,0.2049,80,2.6994,0.18996,15084803,0,3.6089,0.46987,0.028131,29.061,10.754,0.27071,4.2556
18.591,8405.6,203.64,-33.53,32.101,0.18214,80,2.7093,0.18843,14958871,0,3.549,0.46981,0.024959,29.024,10.749,0.26623,4.2556
18.641,8415.7,201.97,-33.506,32.101,0.19741,80,2.702,0.18689,14832377,0,3.4895,0.46974,0.027083,28.988,10.745,0.26179,4.2556
18.691,8425.8,200.29,-33.481,32.101,0.14238,80,2.7265,0.18537,14707398,0,3.4309,0.46968,0.019444,28.952,10.741,0.2574,4.2556
18.741,8435.8,198.62,-33.46,32.101,0.25178,80,2.6768,0.18381,14579436,0,3.3721,0.46961,0.034692,28.917,10.737,0.25304,4.2556
18.791,8445.7,196.95,-33.438,32.101,0.28209,80,2.663,0.18227,14453145,0,3.3142,0.46954,0.038962,28.881,10.733,0.24873,4.2556
18.841,8455.5,195.28,-33.409,32.101,0.070065,80,2.7584,0.18079,14331636,0,3.2582,0.46948,0.0095102,28.846,10.729,0.24447,4.2556
18.891,8465.2,193.61,-33.387,32.101,0.084107,80,2.7516,0.17925,14205971,0,3.2039,0.46977,0.011429,28.812,10.725,0.24024,4.2556
18.941,8474.8,191.94,-33.367,32.101,0.12339,80,2.7332,0.17771,1.408e7,0,3.1504,0.47014,0.01682,28.777,10.721,0.23605,4.2556
18.991,8484.4,190.27,-33.346,32.101,0.12138,80,2.7338,0.17618,13954923,0,3.0978,0.47052,0.016543,28.743,10.718,0.23191,4.2556
19.041,8493.8,188.6,-33.327,32.1,0.19848,80,2.6985,0.17463,13828520,0,3.0452,0.47091,0.027219,28.71,10.714,0.22781,4.2556
19.091,8503.2,186.94,-33.307,32.1,0.25191,80,2.6742,0.17309,13702728,0,2.9932,0.4713,0.034696,28.676,10.71,0.22374,4.2556
19.141,8512.5,185.27,-33.286,32.1,0.23996,80,2.6792,0.17156,13578298,0,2.942,0.47169,0.033017,28.643,10.706,0.21972,4.2556
19.191,8521.8,183.61,-33.267,32.1,0.26556,80,2.6674,0.17003,13453319,0,2.8912,0.47208,0.036612,28.61,10.703,0.21574,4.2556
19.241,8530.9,181.95,-33.252,32.1,0.45009,80,2.5861,0.16846,13325632,0,2.8407,0.4725,0.062981,28.577,10.699,0.2118,4.2556
19.291,8540,180.28,-33.234,32.1,0.53544,80,2.5491,0.16691,1.32e7,0,2.7909,0.47291,0.075432,28.545,10.695,0.2079,4.2556
19.341,8548.9,178.62,-33.212,32.1,0.45826,80,2.5819,0.1654,13077129,0,2.7415,0.47332,0.06416,28.513,10.692,0.20404,4.2556
19.391,8557.8,176.96,-33.19,32.1,0.40562,80,2.6044,0.16388,12954073,0,2.6926,0.47373,0.056548,28.481,10.688,0.20022,4.2556
19.441,8566.6,175.3,-33.167,32.1,0.26674,80,2.6652,0.16239,12832701,0,2.6444,0.47415,0.036769,28.45,10.684,0.19644,4.2556
19.491,8575.4,173.65,-33.146,32.1,0.20068,80,2.6944,0.16088,1.271e7,0,2.5966,0.47457,0.027512,28.419,10.681,0.1927,4.2556
19.541,8584,171.99,-33.126,32.1,0.16822,80,2.7087,0.15936,12587216,0,2.5493,0.47501,0.023,28.388,10.677,0.189,4.2556
19.591,8592.6,170.33,-33.11,32.1,0.30601,80,2.6467,0.15781,12461314,0,2.5018,0.47546,0.042311,28.358,10.674,0.18534,4.2556
19.641,8601,168.68,-33.092,32.1,0.3471,80,2.6283,0.15627,12337293,0,2.4552,0.47591,0.048149,28.327,10.67,0.18171,4.2556
19.691,8609.4,167.02,-33.069,32.1,0.14371,80,2.7188,0.1548,12217715,0,2.4097,0.47635,0.019606,28.297,10.667,0.17813,4.2556
19.741,8617.7,165.37,-33.048,32.1,0.031075,80,2.7702,0.1533,12096718,0,2.3647,0.47681,0.0042002,28.268,10.664,0.17459,4.2556
19.791,8626,163.72,-33.03,32.1,0.029713,80,2.7705,0.15178,11973830,0,2.3195,0.47727,0.0040154,28.238,10.66,0.17108,4.2556
19.841,8634.1,162.07,-33.01,32.1,0.050777,80,2.7604,0.15027,11852522,0,2.2754,0.47774,0.0068738,28.209,10.657,0.16762,4.2556
19.891,8642.2,160.42,-32.991,32.1,0.12561,80,2.7258,0.14877,11731253,0,2.2317,0.47822,0.017109,28.181,10.654,0.16419,4.2556
19.941,8650.1,158.77,-32.973,32.1,0.1557,80,2.7119,0.14726,11609289,0,2.1881,0.4787,0.021259,28.152,10.651,0.1608,4.2556
19.991,8658,157.12,-32.955,32.1,0.18585,80,2.6979,0.14575,11487457,0,2.1451,0.47919,0.025436,28.124,10.647,0.15745,4.2556
20.041,8665.9,155.47,-32.935,32.1,0.32655,80,2.6349,0.14426,11367828,0,2.1035,0.47969,0.045206,28.096,10.644,0.15414,4.2556
20.091,8673.6,153.83,-32.916,32.1,0.44773,80,2.5817,0.14277,11248000,0,2.0625,0.48018,0.062587,28.069,10.641,0.15086,4.2556
20.141,8681.2,152.18,-32.897,32.1,0.58476,80,2.5229,0.14129,11128643,0,2.0222,0.48069,0.082636,28.041,10.638,0.14763,4.2556
20.191,8688.8,150.54,-32.882,32.1,0.51534,80,2.5521,0.13975,11005418,0,1.9797,0.48122,0.072423,28.014,10.635,0.14443,4.2556
20.241,8696.3,148.89,-32.867,32.1,0.44484,80,2.5821,0.13822,10882333,0,1.9377,0.48176,0.062161,27.988,10.632,0.14127,4.2556
20.291,8703.7,147.25,-32.851,32.1,0.43271,80,2.5871,0.1367,1.076e7,0,1.8969,0.4823,0.060405,27.961,10.629,0.13815,4.2556
20.341,8711,145.61,-32.835,32.1,0.39961,80,2.6012,0.13518,10638395,0,1.8563,0.48285,0.055634,27.935,10.626,0.13506,4.2556
20.391,8718.3,143.97,-32.819,32.1,0.44262,80,2.5823,0.13367,10517826,0,1.817,0.4834,0.061832,27.909,10.623,0.13201,4.2556
20.441,8725.4,142.33,-32.8,32.1,0.63186,80,2.5014,0.1322,1.04e7,0,1.7799,0.48395,0.089605,27.884,10.62,0.129,4.2556
20.491,8732.5,140.69,-32.784,32.1,0.70377,80,2.4711,0.13071,1.028e7,0,1.7419,0.48452,0.10036,27.859,10.617,0.12603,4.2556
20.541,8739.5,139.05,-32.768,32.1,0.73499,80,2.458,0.1292,1.016e7,0,1.7039,0.4851,0.10507,27.834,10.614,0.12309,4.2556
20.591,8746.4,137.41,-32.752,32.1,0.78226,80,2.4383,0.1277,1.004e7,0,1.6665,0.48569,0.11224,27.809,10.612,0.12019,4.2556
20.641,8753.2,135.77,-32.736,32.1,0.85729,80,2.4075,0.12621,9920570,0,1.6299,0.48628,0.12372,27.785,10.609,0.11733,4.2556
20.691,8760,134.14,-32.722,32.1,0.85457,80,2.4083,0.1247,9799856,0,1.5926,0.4869,0.1233,27.761,10.606,0.1145,4.2556
20.741,8766.6,132.5,-32.707,32.1,0.88653,80,2.3951,0.1232,9679914,0,1.5563,0.48751,0.12822,27.737,10.603,0.11172,4.2556
20.791,8773.2,130.87,-32.693,32.1,0.87552,80,2.3993,0.12168,9559277,0,1.5198,0.48815,0.12651,27.713,10.601,0.10896,4.2556
20.841,8779.7,129.23,-32.677,32.1,1.0249,80,2.3395,0.12021,9441769,0,1.486,0.48878,0.14981,27.69,10.598,0.10625,4.2556
20.891,8786.1,127.6,-32.662,32.1,1.0672,80,2.3226,0.11871,9322354,0,1.4512,0.48942,0.1565,27.667,10.596,0.10357,4.2556
20.941,8792.5,125.97,-32.649,32.1,1.0465,80,2.3305,0.1172,9201855,0,1.4158,0.49009,0.15321,27.645,10.593,0.10092,4.2556
20.991,8798.7,124.33,-32.635,32.1,1.1008,80,2.3091,0.1157,9082873,0,1.382,0.49076,0.16182,27.622,10.59,0.098317,4.2556
21.041,8804.9,122.7,-32.624,32.1,0.84875,80,2.409,0.11414,8958367,0,1.3445,0.49147,0.12237,27.6,10.588,0.095746,4.2556
21.091,8811,121.07,-32.609,32.099,1.0294,80,2.3366,0.11267,8841860,0,1.313,0.49216,0.1505,27.579,10.586,0.093211,4.2556
21.141,8817,119.44,-32.593,32.099,1.2958,80,2.2335,0.11123,8727111,0,1.2834,0.49284,0.1933,27.557,10.583,0.090711,4.2556
21.191,8823,117.81,-32.577,32.099,1.5205,80,2.1497,0.10978,8611780,0,1.2539,0.49354,0.23064,27.536,10.581,0.088248,4.2556
21.241,8828.8,116.18,-32.565,32.099,1.4813,80,2.1639,0.10826,8491497,0,1.2207,0.49428,0.22403,27.515,10.578,0.08582,4.2556
21.291,8834.6,114.56,-32.555,32.099,1.2428,80,2.253,0.1067,8367635,0,1.1851,0.49506,0.18465,27.494,10.576,0.083427,4.2556
21.341,8840.3,112.93,-32.541,32.099,1.4761,80,2.1654,0.10525,8252628,0,1.1567,0.4958,0.22314,27.474,10.574,0.08107,4.2556
21.391,8845.9,111.3,-32.527,32.099,1.6027,80,2.119,0.10378,8135764,0,1.1273,0.49656,0.24456,27.454,10.571,0.078749,4.2556
21.441,8851.4,109.68,-32.513,32.099,1.8324,80,2.0372,0.10233,8020971,0,1.0999,0.49732,0.2843,27.435,10.569,0.076462,4.2556
21.491,8856.8,108.05,-32.499,32.099,2.0559,80,1.9603,0.10088,7906212,0,1.073,0.4981,0.32411,27.415,10.567,0.074211,4.2556
21.541,8862.2,106.43,-32.488,32.099,2.03,80,1.9689,0.099373,7786670,0,1.0423,0.49893,0.31943,27.396,10.565,0.071995,4.2556
21.591,8867.5,104.8,-32.477,32.099,2.0017,80,1.9783,0.097863,7667180,0,1.0121,0.49978,0.31434,27.377,10.563,0.069815,4.2556
21.641,8872.7,103.18,-32.465,32.099,2.1279,80,1.9355,0.096391,7550742,0,0.98469,0.50062,0.33716,27.359,10.561,0.067669,4.2556
21.691,8877.8,101.55,-32.454,32.099,2.0881,80,1.9487,0.094879,7431192,0,0.9551,0.5015,0.3299,27.34,10.559,0.065558,4.2556
21.741,8882.8,99.932,-32.443,32.099,2.12,80,1.9378,0.093385,7313089,0,0.92705,0.50239,0.33569,27.322,10.556,0.063482,4.2556
21.791,8887.8,98.311,-32.433,32.099,2.0828,80,1.9501,0.091874,7193763,0,0.89839,0.50331,0.32892,27.305,10.554,0.06144,4.2556
21.841,8892.7,96.689,-32.422,32.099,2.0608,80,1.9573,0.090368,7074808,0,0.87041,0.50424,0.32494,27.287,10.553,0.059434,4.2556
21.891,8897.5,95.068,-32.414,32.099,1.8303,80,2.0363,0.088814,6952199,0,0.84017,0.50523,0.28387,27.27,10.551,0.057462,4.2556
21.941,8902.2,93.448,-32.403,32.099,1.9582,80,1.9919,0.087343,6836085,0,0.81503,0.50618,0.3065,27.253,10.549,0.055524,4.2556
21.991,8906.8,91.828,-32.392,32.099,2.1016,80,1.9431,0.085875,6720305,0,0.79049,0.50716,0.33231,27.237,10.547,0.053621,4.2556
22.041,8911.4,90.209,-32.379,32.099,2.454,80,1.8276,0.084456,6608387,0,0.76917,0.50812,0.39768,27.221,10.545,0.051752,4.2556
22.091,8915.8,88.59,-32.368,32.099,2.6329,80,1.771,0.082997,6493397,0,0.74595,0.50913,0.43193,27.205,10.543,0.049918,4.2556
22.141,8920.2,86.972,-32.361,32.099,2.3591,80,1.8577,0.081433,6370188,0,0.71697,0.51025,0.3798,27.189,10.541,0.048118,4.2556
22.191,8924.5,85.354,-32.352,32.099,2.2388,80,1.8968,0.079905,6249935,0,0.69071,0.51136,0.3574,27.174,10.54,0.046352,4.2556
22.241,8928.7,83.737,-32.341,32.099,2.6166,80,1.7756,0.07849,6138478,0,0.67094,0.51241,0.42876,27.159,10.538,0.04462,4.2556
22.291,8932.9,82.12,-32.332,32.099,2.5876,80,1.7845,0.076983,6019872,0,0.64652,0.51356,0.42316,27.144,10.536,0.042922,4.2556
22.341,8937,80.504,-32.323,32.099,2.6159,80,1.7755,0.075488,5902324,0,0.62322,0.51474,0.42861,27.129,10.535,0.041258,4.2556
22.391,8940.9,78.888,-32.315,32.099,2.5408,80,1.7989,0.073971,5783036,0,0.59914,0.51595,0.41416,27.115,10.533,0.039628,4.2556
22.441,8944.8,77.272,-32.307,32.099,2.3977,80,1.8444,0.07244,5662706,0,0.57486,0.51722,0.38699,27.101,10.531,0.038032,4.2556
22.491,8948.7,75.657,-32.299,32.099,2.5118,80,1.8078,0.070964,5546705,0,0.55373,0.51847,0.4086,27.088,10.53,0.03647,4.2556
22.541,8952.4,74.042,-32.289,32.099,2.7771,80,1.7252,0.06952,5433224,0,0.53457,0.51973,0.46,27.074,10.528,0.034941,4.2556
22.591,8956.1,72.428,-32.279,32.099,3.1205,80,1.6227,0.068092,5321099,0,0.51665,0.521,0.52883,27.061,10.527,0.033447,4.2556
22.641,8959.7,70.814,-32.269,32.099,3.5724,80,1.4949,0.066689,5210927,0,0.5004,0.52229,0.6234,27.048,10.525,0.031985,4.2556
22.691,8963.2,69.201,-32.26,32.099,3.758,80,1.4445,0.065227,5096136,0,0.48143,0.52367,0.66356,27.036,10.524,0.030558,4.2556
22.741,8966.6,67.588,-32.252,32.099,4.0418,80,1.3698,0.063786,4983054,0,0.46393,0.52507,0.72645,27.024,10.523,0.029164,4.2556
22.791,8969.9,65.976,-32.243,32.099,4.4097,80,1.2769,0.062363,4871463,0,0.44772,0.5265,0.81064,27.012,10.521,0.027803,4.2556
22.841,8973.2,64.364,-32.234,32.099,4.8071,80,1.1812,0.060948,4760408,0,0.43214,0.52795,0.90492,27,10.52,0.026475,4.2556
22.891,8976.4,62.752,-32.227,32.099,4.8628,80,1.1681,0.059451,4643081,0,0.41283,0.52954,0.91838,26.989,10.519,0.025181,4.2556
22.941,8979.4,61.141,-32.219,32.099,5.135,80,1.1057,0.058003,4529614,0,0.39633,0.53113,0.9853,26.978,10.517,0.023921,4.2556
22.991,8982.5,59.531,-32.213,32.099,5.116,80,1.1098,0.056487,4410846,0,0.3769,0.53284,0.98057,26.967,10.516,0.022693,4.2556
23.041,8985.4,57.92,-32.205,32.099,5.6545,80,0.99194,0.055098,4301965,0,0.3638,0.53447,1.1175,26.957,10.515,0.021499,4.2556
23.091,8988.3,56.31,-32.197,32.099,6.0481,80,0.91033,0.053673,4190418,0,0.34934,0.53619,1.2217,26.946,10.514,0.020338,4.2556
23.141,8991,54.7,-32.19,32.099,6.3956,80,0.84126,0.052237,4077912,0,0.33456,0.53799,1.3164,26.937,10.513,0.01921,4.2556
23.191,8993.7,53.091,-32.184,32.099,6.6833,80,0.78608,0.050784,3964164,0,0.31937,0.53987,1.3968,26.927,10.512,0.018115,4.2556
23.241,8996.3,51.482,-32.177,32.099,6.9985,80,0.72761,0.049334,3850754,0,0.30466,0.54182,1.487,26.918,10.511,0.017053,4.2556
23.291,8998.9,49.873,-32.171,32.099,7.3465,80,0.66539,0.04789,3737756,0,0.29046,0.54383,1.5891,26.909,10.51,0.016024,4.2556
23.341,9001.3,48.265,-32.163,32.099,7.9562,80,0.56187,0.046505,3629354,0,0.2788,0.54584,1.7743,26.9,10.509,0.015028,4.2556
23.391,9003.7,46.657,-32.157,32.099,8.387,80,0.49261,0.045074,3517428,0,0.26555,0.54799,1.9099,26.891,10.508,0.014065,4.2556
23.441,9006,45.049,-32.147,32.099,9.6963,80,0.29994,0.043854,3421991,0,0.2598,0.5499,2.3463,26.883,10.507,0.013135,4.2556
23.491,9008.2,43.442,-32.14,32.099,10.244,80,0.22639,0.042443,3311742,0,0.24726,0.55219,2.5396,26.875,10.506,0.012238,4.2556
23.541,9010.3,41.835,-32.137,32.099,10.217,80,0.22985,0.040885,3.19e6,0,0.23039,0.55484,2.53,26.868,10.505,0.011373,4.2556
23.591,9012.4,40.228,-32.133,32.099,10.557,80,0.18595,0.039414,3074997,0,0.21664,0.55746,2.6529,26.86,10.504,0.010541,4.2556
23.641,9014.4,38.622,-32.127,32.099,11.107,80,0.11784,0.037988,2963545,0,0.20445,0.56012,2.8571,26.853,10.503,0.0097423,4.2556
23.691,9016.3,37.016,-32.123,32.099,11.635,80,0.055765,0.036549,2851172,0,0.19213,0.56294,3.0586,26.847,10.503,0.008976,4.2556
23.741,9018.1,35.41,-32.113,32.099,13.101,80,-0.1021,0.035332,2756076,0,0.18483,0.56543,3.6486,26.84,10.502,0.0082423,4.2556
23.791,9019.8,33.804,-32.106,32.099,14.156,80,-0.20392,0.034009,2652711,0,0.17451,0.56827,4.0998,26.834,10.501,0.0075412,4.2556
23.841,9021.4,32.199,-32.094,32.099,16.041,80,-0.36494,0.032895,2565709,0,0.1665,0.57078,4.9595,26.828,10.5,0.0068727,4.2556
23.891,9023,30.595,-32.089,32.099,16.962,80,-0.4353,0.031518,2458186,0,0.15404,0.57403,5.4045,26.822,10.5,0.0062367,4.2556
23.941,9024.5,28.99,-32.087,32.099,17.299,80,-0.45976,0.029971,2337464,0,0.14021,0.5779,5.5707,26.817,10.499,0.0056333,4.2556
23.991,9025.9,27.386,-32.083,32.099,18.168,80,-0.5201,0.028551,2226639,0,0.12789,0.58169,6.0099,26.812,10.499,0.0050624,4.2556
24.041,9027.2,25.782,-32.079,32.099,19.208,80,-0.58729,0.027159,2117956,0,0.11606,0.58564,6.5532,26.807,10.498,0.0045241,4.2556
24.091,9028.5,24.178,-32.074,32.099,20.681,80,-0.67415,0.025859,2016551,0,0.10496,0.58957,7.2874,26.803,10.498,0.0040183,4.2556
24.141,9029.7,22.575,-32.07,32.099,22.145,80,-0.75177,0.024535,1913204,0,0.093929,0.59385,7.9736,26.799,10.497,0.003545,4.2556
24.191,9030.7,20.971,-32.065,32.099,23.895,80,-0.83482,0.023261,1813772,0,0.083303,0.59826,8.839,26.795,10.497,0.0031041,4.2556
24.241,9031.8,19.368,-32.06,32.099,25.917,80,-0.9192,0.02203,1717728,0,0.073027,0.60282,9.8947,26.791,10.496,0.0026957,4.2556
24.291,9032.7,17.765,-32.053,32.099,28.711,80,-1.0186,0.020983,1636059,0,0.063258,0.60696,11.444,26.788,10.496,0.0023196,4.2556
24.341,9033.5,16.163,-32.055,32.099,29.89,80,-1.0554,0.01943,1514961,0,0.053424,0.61362,12.126,26.785,10.496,0.0019759,4.2556
24.391,9034.3,14.56,-32.05,32.099,32.683,80,-1.1321,0.018283,1425504,0,0.044474,0.619,13.8,26.782,10.495,0.0016646,4.2556
24.441,9035,12.958,-32.045,32.099,36.069,80,-1.208,0.017256,1345380,0,0.036094,0.6242,15.923,26.78,10.495,0.0013857,4.2556
24.491,9035.6,11.356,-32.035,32.099,40.524,80,-1.2847,0.016521,1288099,0,0.028347,0.62817,18.825,26.778,10.495,0.001139,4.2556
24.541,9036.1,9.7539,-32.032,32.099,44.346,80,-1.3332,0.015501,1208515,0,0.02137,0.63407,21.367,26.776,10.494,9.2452e-4,4.2556
24.591,9036.6,8.15,-32.088,32.099,48.766,80,1.9944,0.014588,1137318,0,0.015273,0.6398,5.2669,26.774,10.494,7.4333e-4,4.2556
24.641,9036.9,6.5456,-32.087,32.099,54.084,80,2.1363,0.013941,1086885,0,0.010161,0.64415,5.4875,26.773,10.494,5.9473e-4,4.2556
24.691,9037.2,4.9412,-32.086,32.099,59.84,80,2.2995,0.013411,1045533,0,0.0061248,0.64791,5.6996,26.772,10.494,4.7851e-4,4.2556
24.741,9037.4,3.337,-32.085,32.099,65.903,80,2.4949,0.012934,1008361,0,0.0031853,0.65147,5.869,26.771,10.494,3.9466e-4,4.2556
24.791,9037.6,1.7327,-32.084,32.099,72.513,80,2.6684,0.012895,1005265,0,0.0013197,0.65177,6.1252,26.771,10.494,3.4318e-4,4.2556
24.841,9037.6,0.12855,-32.083,32.099,79.072,80,2.8554,0.012984,1012275,0,3.53e-4,0.65108,6.3474,26.77,10.494,3.2402e-4,4.2556
# Event APOGEE occurred at t=24.891 seconds
24.891,9037.6,-1.4756,-32.083,32.099,85.717,80,3.149,0.012689,989220,0,2.1937e-5,0.65336,6.3423,26.771,10.494,3.3722e-4,4.2556
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=24.892 seconds
24.945,9037.4,-3.1962,-32.071,32.099,NaN,80,NaN,0.012673,987991,0,0.61424,NaN,NaN,26.771,10.494,0.0011799,4.2556
24.996,9037.2,-4.8365,-32.038,32.099,NaN,80,NaN,0.01328,1035287,0,0.67446,NaN,NaN,26.771,10.494,0.0012955,4.2556
25.047,9037,-6.4769,-32.004,32.099,NaN,80,NaN,0.013715,1069269,0,0.71946,NaN,NaN,26.772,10.494,0.001382,4.2556
25.099,9036.6,-8.1173,-31.965,32.099,NaN,80,NaN,0.014517,1131763,0,0.80601,NaN,NaN,26.773,10.494,0.0015482,4.2556
25.15,9036.1,-9.7576,-31.928,32.099,NaN,80,NaN,0.014778,1152154,0,0.83531,NaN,NaN,26.774,10.494,0.0016045,4.2556
25.201,9035.6,-11.398,-31.88,32.099,NaN,80,NaN,0.015739,1227068,0,0.94746,NaN,NaN,26.776,10.494,0.0018199,4.2556
25.253,9034.9,-13.038,-31.829,32.099,NaN,80,NaN,0.016629,1296515,0,1.0577,NaN,NaN,26.778,10.495,0.0020317,4.2556
25.305,9034.2,-14.679,-31.775,32.099,NaN,80,NaN,0.017473,1362296,0,1.1678,NaN,NaN,26.78,10.495,0.0022431,4.2556
25.356,9033.4,-16.319,-31.712,32.099,NaN,80,NaN,0.018514,1443522,0,1.3112,NaN,NaN,26.782,10.495,0.0025185,4.2556
