t,isp (s),cstar (m/s),Tc (K),Pc (kPA),T (lbf),mdot(lbm),mdot (kg),,,T (lbf),massLoss,Lb loss,Acceleration G's,T (lbf),massLoss,Lb loss,Acceleration G's,,,0,T (N)
7.27,222.4179875,1644.850412,3625.901791,1163.864443,412.3651255,2.180439989,0.989032118,,,412.3651255,8.754566847,19.26004706,4.139050471,412.3651255,8.754566847,19.26004706,4.139050471,,,7.27,1834.282551
7.28,222.4004595,1644.842466,3625.851245,1163.297321,412.133696,2.179388022,0.988554954,,,412.133696,8.764457168,19.28180577,4.13763119,412.133696,8.764457168,19.28180577,4.13763119,,,7.28,1833.253106
7.29,222.3828886,1644.834505,3625.800592,1162.729163,411.9018533,2.178334124,0.988076913,,,411.9018533,8.774342718,19.30355398,4.136206704,411.9018533,8.774342718,19.30355398,4.136206704,,,7.29,1832.221824
7.3,222.3652747,1644.826529,3625.749831,1162.159963,411.6695954,2.177278286,0.987597992,,,411.6695954,8.784223487,19.32529167,4.13477699,411.6695954,8.784223487,19.32529167,4.13477699,,,7.3,1831.188694
7.31,222.3476174,1644.818537,3625.698962,1161.589717,411.4369203,2.176220498,0.987118187,,,411.4369203,8.794099467,19.34701883,4.133342021,411.4369203,8.794099467,19.34701883,4.133342021,,,7.31,1830.153709
7.32,222.3299166,1644.810529,3625.647984,1161.01842,411.2038258,2.175160749,0.986637493,,,411.2038258,8.803970649,19.36873543,4.131901774,411.2038258,8.803970649,19.36873543,4.131901774,,,7.32,1829.116858
7.33,222.312172,1644.802505,3625.596897,1160.446065,410.9703099,2.17409903,0.986155904,,,410.9703099,8.813837024,19.39044145,4.130456223,410.9703099,8.813837024,19.39044145,4.130456223,,,7.33,1828.078132
7.34,222.2943833,1644.794466,3625.5457,1159.872647,410.7363703,2.173035331,0.985673418,,,410.7363703,8.823698583,19.41213688,4.129005343,410.7363703,8.823698583,19.41213688,4.129005343,,,7.34,1827.037523
7.35,222.2765504,1644.786411,3625.494392,1159.298162,410.5020051,2.171969642,0.985190029,,,410.5020051,8.833555317,19.4338217,4.127549109,410.5020051,8.833555317,19.4338217,4.127549109,,,7.35,1825.995019
7.36,222.2586729,1644.778339,3625.442973,1158.722603,410.2672119,2.170901952,0.984705732,,,410.2672119,8.843407217,19.45549588,4.126087495,410.2672119,8.843407217,19.45549588,4.126087495,,,7.36,1824.950612
7.37,222.2407507,1644.770252,3625.391442,1158.145965,410.0319886,2.169832252,0.984220524,,,410.0319886,8.853254274,19.4771594,4.124620475,410.0319886,8.853254274,19.4771594,4.124620475,,,7.37,1823.904291
7.38,222.2227835,1644.762148,3625.339798,1157.568243,409.7963329,2.16876053,0.983734399,,,409.7963329,8.86309648,19.49881226,4.123148023,409.7963329,8.86309648,19.49881226,4.123148023,,,7.38,1822.856048
7.39,222.2047709,1644.754028,3625.288042,1156.98943,409.5602428,2.167686777,0.983247352,,,409.5602428,8.872933824,19.52045441,4.121670112,409.5602428,8.872933824,19.52045441,4.121670112,,,7.39,1821.805872
7.4,222.1867129,1644.745891,3625.236172,1156.409522,409.3237159,2.166610982,0.982759379,,,409.3237159,8.882766297,19.54208585,4.120186717,409.3237159,8.882766297,19.54208585,4.120186717,,,7.4,1820.753753
7.41,222.1686091,1644.737738,3625.184187,1155.828513,409.0867499,2.165533135,0.982270475,,,409.0867499,8.892593891,19.56370656,4.118697811,409.0867499,8.892593891,19.56370656,4.118697811,,,7.41,1819.699681
7.42,222.1504592,1644.729569,3625.132088,1155.246396,408.8493426,2.164453223,0.981780635,,,408.8493426,8.902416596,19.58531651,4.117203365,408.8493426,8.902416596,19.58531651,4.117203365,,,7.42,1818.643646
7.43,222.132263,1644.721383,3625.079873,1154.663166,408.6114917,2.163371238,0.981289854,,,408.6114917,8.912234402,19.60691568,4.115703354,408.6114917,8.912234402,19.60691568,4.115703354,,,7.43,1817.585638
7.44,222.1140203,1644.71318,3625.027542,1154.078818,408.3731949,2.162287167,0.980798127,,,408.3731949,8.922047301,19.62850406,4.11419775,408.3731949,8.922047301,19.62850406,4.11419775,,,7.44,1816.525645
7.45,222.0957307,1644.70496,3624.975094,1153.493344,408.1344497,2.161201001,0.98030545,,,408.1344497,8.931855282,19.65008162,4.112686525,408.1344497,8.931855282,19.65008162,4.112686525,,,7.45,1815.463659
7.46,222.077394,1644.696723,3624.922529,1152.90674,407.8952539,2.160112726,0.979811816,,,407.8952539,8.941658336,19.67164834,4.111169651,407.8952539,8.941658336,19.67164834,4.111169651,,,7.46,1814.399668
7.47,222.0590099,1644.688469,3624.869845,1152.318999,407.655605,2.159022334,0.979317222,,,407.655605,8.951456455,19.6932042,4.109647101,407.655605,8.951456455,19.6932042,4.109647101,,,7.47,1813.333662
7.48,222.0405782,1644.680198,3624.817043,1151.730115,407.4155006,2.157929811,0.978821661,,,407.4155006,8.961249627,19.71474918,4.108118845,407.4155006,8.961249627,19.71474918,4.108118845,,,7.48,1812.26563
7.49,222.0220986,1644.67191,3624.764121,1151.140082,407.1749383,2.156835147,0.97832513,,,407.1749383,8.971037843,19.73628326,4.106584855,407.1749383,8.971037843,19.73628326,4.106584855,,,7.49,1811.195561
7.5,222.0035707,1644.663605,3624.711079,1150.548894,406.9339157,2.15573833,0.977827621,,,406.9339157,8.980821095,19.75780641,4.105045103,406.9339157,8.980821095,19.75780641,4.105045103,,,7.5,1810.123444
7.51,221.9849944,1644.655282,3624.657916,1149.956545,406.6924303,2.154639349,0.977329131,,,406.6924303,8.990599371,19.77931862,4.103499558,406.6924303,8.990599371,19.77931862,4.103499558,,,7.51,1809.049268
7.52,221.9663692,1644.646942,3624.604632,1149.363027,406.4504795,2.153538192,0.976829654,,,406.4504795,9.000372662,19.80081986,4.101948193,406.4504795,9.000372662,19.80081986,4.101948193,,,7.52,1807.973023
7.53,221.9476951,1644.638584,3624.551225,1148.768336,406.2080609,2.152434846,0.976329184,,,406.2080609,9.010140959,19.82231011,4.100390976,406.2080609,9.010140959,19.82231011,4.100390976,,,7.53,1806.894696
7.54,221.9289715,1644.630208,3624.497695,1148.172464,405.9651719,2.1513293,0.975827716,,,405.9651719,9.019904251,19.84378935,4.098827879,405.9651719,9.019904251,19.84378935,4.098827879,,,7.54,1805.814278
7.55,221.9101984,1644.621814,3624.444042,1147.575405,405.7218099,2.150221542,0.975325245,,,405.7218099,9.029662528,19.86525756,4.097258871,405.7218099,9.029662528,19.86525756,4.097258871,,,7.55,1804.731755
7.56,221.8913752,1644.613403,3624.390264,1146.977153,405.4779723,2.14911156,0.974821765,,,405.4779723,9.03941578,19.88671472,4.095683922,405.4779723,9.03941578,19.88671472,4.095683922,,,7.56,1803.647117
7.57,221.8725019,1644.604973,3624.336361,1146.3777,405.2336566,2.147999342,0.974317271,,,405.2336566,9.049163998,19.9081608,4.094103,405.2336566,9.049163998,19.9081608,4.094103,,,7.57,1802.560351
7.58,221.853578,1644.596526,3624.282332,1145.777041,404.9888601,2.146884874,0.973811756,,,404.9888601,9.058907171,19.92959578,4.092516076,404.9888601,9.058907171,19.92959578,4.092516076,,,7.58,1801.471448
7.59,221.8346033,1644.58806,3624.228177,1145.175169,404.7435801,2.145768145,0.973305216,,,404.7435801,9.068645288,19.95101963,4.090923117,404.7435801,9.068645288,19.95101963,4.090923117,,,7.59,1800.380393
7.6,221.8155774,1644.579575,3624.173894,1144.572075,404.4978139,2.144649141,0.972797644,,,404.4978139,9.07837834,19.97243235,4.089324092,404.4978139,9.07837834,19.97243235,4.089324092,,,7.6,1799.287176
7.61,221.7965001,1644.571073,3624.119483,1143.967755,404.2515588,2.143527851,0.972289034,,,404.2515588,9.088106317,19.9938339,4.08771897,404.2515588,9.088106317,19.9938339,4.08771897,,,7.61,1798.191784
7.62,221.777371,1644.562551,3624.064943,1143.362201,404.0048121,2.14240426,0.971779382,,,404.0048121,9.097829207,20.01522426,4.086107719,404.0048121,9.097829207,20.01522426,4.086107719,,,7.62,1797.094205
7.63,221.7581898,1644.554011,3624.010274,1142.755406,403.7575711,2.141278357,0.97126868,,,403.7575711,9.107547001,20.0366034,4.084490305,403.7575711,9.107547001,20.0366034,4.084490305,,,7.63,1795.994428
7.64,221.7389561,1644.545453,3623.955474,1142.147363,403.5098328,2.140150128,0.970756923,,,403.5098328,9.117259688,20.05797131,4.082866697,403.5098328,9.117259688,20.05797131,4.082866697,,,7.64,1794.892438
7.65,221.7196698,1644.536875,3623.900543,1141.538064,403.2615945,2.13901956,0.970244105,,,403.2615945,9.126967257,20.07932797,4.081236861,403.2615945,9.126967257,20.07932797,4.081236861,,,7.65,1793.788225
7.66,221.7003304,1644.528278,3623.84548,1140.927503,403.0128533,2.137886639,0.96973022,,,403.0128533,9.136669698,20.10067334,4.079600764,403.0128533,9.136669698,20.10067334,4.079600764,,,7.66,1792.681774
7.67,221.6809376,1644.519662,3623.790284,1140.315673,402.7636064,2.136751352,0.969215262,,,402.7636064,9.146367,20.1220074,4.077958372,402.7636064,9.146367,20.1220074,4.077958372,,,7.67,1791.573074
7.68,221.6614911,1644.511027,3623.734954,1139.702565,402.5138509,2.135613685,0.968699225,,,402.5138509,9.156059153,20.14333014,4.076309652,402.5138509,9.156059153,20.14333014,4.076309652,,,7.68,1790.462112
7.69,221.6419906,1644.502373,3623.679491,1139.088174,402.2635838,2.134473624,0.968182101,,,402.2635838,9.165746145,20.16464152,4.07465457,402.2635838,9.165746145,20.16464152,4.07465457,,,7.69,1789.348873
7.7,221.6224357,1644.493699,3623.623891,1138.47249,402.0128022,2.133331156,0.967663886,,,402.0128022,9.175427966,20.18594153,4.07299309,402.0128022,9.175427966,20.18594153,4.07299309,,,7.7,1788.233347
7.71,221.602826,1644.485005,3623.568156,1137.855507,401.761503,2.132186267,0.967144572,,,401.761503,9.185104605,20.20723013,4.071325179,401.761503,9.185104605,20.20723013,4.071325179,,,7.71,1787.115518
7.72,221.5831613,1644.476292,3623.512284,1137.237217,401.5096834,2.131038941,0.966624154,,,401.5096834,9.194776051,20.22850731,4.0696508,401.5096834,9.194776051,20.22850731,4.0696508,,,7.72,1785.995374
7.73,221.5634411,1644.467559,3623.456274,1136.617613,401.2573401,2.129889166,0.966102624,,,401.2573401,9.204442292,20.24977304,4.067969919,401.2573401,9.204442292,20.24977304,4.067969919,,,7.73,1784.8729
7.74,221.5436652,1644.458806,3623.400126,1135.996686,401.0044702,2.128736926,0.965579976,,,401.0044702,9.214103318,20.2710273,4.066282499,401.0044702,9.214103318,20.2710273,4.066282499,,,7.74,1783.748085
7.75,221.5238331,1644.450032,3623.343838,1135.374429,400.7510706,2.127582208,0.965056204,,,400.7510706,9.223759118,20.29227006,4.064588505,400.7510706,9.223759118,20.29227006,4.064588505,,,7.75,1782.620912
7.76,221.5039445,1644.441239,3623.28741,1134.750834,400.497138,2.126424995,0.9645313,,,400.497138,9.23340968,20.3135013,4.0628879,400.497138,9.23340968,20.3135013,4.0628879,,,7.76,1781.491369
7.77,221.4839991,1644.432425,3623.23084,1134.125893,400.2426694,2.125265274,0.964005259,,,400.2426694,9.243054993,20.33472098,4.061180646,400.2426694,9.243054993,20.33472098,4.061180646,,,7.77,1780.359442
7.78,221.4639964,1644.423591,3623.174128,1133.499597,399.9876615,2.124103028,0.963478073,,,399.9876615,9.252695046,20.3559291,4.059466708,399.9876615,9.252695046,20.3559291,4.059466708,,,7.78,1779.225116
7.79,221.4439362,1644.414736,3623.117274,1132.87194,399.7321111,2.122938244,0.962949735,,,399.7321111,9.262329826,20.37712562,4.057746047,399.7321111,9.262329826,20.37712562,4.057746047,,,7.79,1778.088377
7.8,221.423818,1644.405861,3623.060275,1132.242911,399.4760149,2.121770906,0.962420238,,,399.4760149,9.271959324,20.39831051,4.056018625,399.4760149,9.271959324,20.39831051,4.056018625,,,7.8,1776.94921
7.81,221.4036414,1644.396964,3623.003131,1131.612504,399.2193697,2.120600997,0.961889576,,,399.2193697,9.281583526,20.41948376,4.054284404,399.2193697,9.281583526,20.41948376,4.054284404,,,7.81,1775.8076
7.82,221.3834061,1644.388047,3622.945842,1130.980709,398.9621721,2.119428503,0.961357741,,,398.9621721,9.291202422,20.44064533,4.052543345,398.9621721,9.291202422,20.44064533,4.052543345,,,7.82,1774.663534
7.83,221.3631117,1644.379108,3622.888406,1130.347519,398.7044187,2.118253408,0.960824726,,,398.7044187,9.300815999,20.4617952,4.05079541,398.7044187,9.300815999,20.4617952,4.05079541,,,7.83,1773.516995
7.84,221.3427577,1644.370148,3622.830822,1129.712924,398.4461061,2.117075696,0.960290524,,,398.4461061,9.310424247,20.48293334,4.049040559,398.4461061,9.310424247,20.48293334,4.049040559,,,7.84,1772.367969
7.85,221.3223439,1644.361167,3622.773089,1129.076917,398.187231,2.11589535,0.959755128,,,398.187231,9.320027152,20.50405973,4.047278752,398.187231,9.320027152,20.50405973,4.047278752,,,7.85,1771.216441
7.86,221.3018698,1644.352164,3622.715207,1128.439487,397.9277898,2.114712354,0.959218529,,,397.9277898,9.329624703,20.52517435,4.045509949,397.9277898,9.329624703,20.52517435,4.045509949,,,7.86,1770.062394
7.87,221.2813349,1644.34314,3622.657174,1127.800627,397.667779,2.113526692,0.958680722,,,397.667779,9.339216888,20.54627715,4.043734109,397.667779,9.339216888,20.54627715,4.043734109,,,7.87,1768.905814
7.88,221.260739,1644.334093,3622.59899,1127.160327,397.4071951,2.112338347,0.958141697,,,397.4071951,9.348803696,20.56736813,4.041951191,397.4071951,9.348803696,20.56736813,4.041951191,,,7.88,1767.746685
7.89,221.2400815,1644.325025,3622.540653,1126.518579,397.1460345,2.111147303,0.957601447,,,397.1460345,9.358385113,20.58844725,4.040161154,397.1460345,9.358385113,20.58844725,4.040161154,,,7.89,1766.584991
7.9,221.2193621,1644.315934,3622.482162,1125.875373,396.8842936,2.109953542,0.957059966,,,396.8842936,9.367961127,20.60951448,4.038363957,396.8842936,9.367961127,20.60951448,4.038363957,,,7.9,1765.420715
7.91,221.1985803,1644.306822,3622.423517,1125.2307,396.6219688,2.108757047,0.956517244,,,396.6219688,9.377531727,20.6305698,4.036559556,396.6219688,9.377531727,20.6305698,4.036559556,,,7.91,1764.253842
7.92,221.1777357,1644.297687,3622.364716,1124.584551,396.3590563,2.1075578,0.955973274,,,396.3590563,9.387096899,20.65161318,4.034747909,396.3590563,9.387096899,20.65161318,4.034747909,,,7.92,1763.084354
7.93,221.156828,1644.288529,3622.305759,1123.936916,396.0955525,2.106355785,0.955428049,,,396.0955525,9.396656632,20.67264459,4.032928973,396.0955525,9.396656632,20.67264459,4.032928973,,,7.93,1761.912236
7.94,221.1358565,1644.279348,3622.246643,1123.287786,395.8314535,2.105150983,0.954881559,,,395.8314535,9.406210912,20.69366401,4.031102705,395.8314535,9.406210912,20.69366401,4.031102705,,,7.94,1760.737471
7.95,221.114821,1644.270145,3622.187369,1122.637151,395.5667555,2.103943377,0.954333798,,,395.5667555,9.415759728,20.7146714,4.029269061,395.5667555,9.415759728,20.7146714,4.029269061,,,7.95,1759.560042
7.96,221.0937209,1644.260919,3622.127935,1121.985002,395.3014547,2.102732949,0.953784756,,,395.3014547,9.425303066,20.73566675,4.027427995,395.3014547,9.425303066,20.73566675,4.027427995,,,7.96,1758.379931
7.97,221.0725559,1644.251669,3622.06834,1121.331329,395.0355473,2.101519679,0.953234425,,,395.0355473,9.434840914,20.75665001,4.025579464,395.0355473,9.434840914,20.75665001,4.025579464,,,7.97,1757.197121
7.98,221.0513254,1644.242396,3622.008582,1120.676121,394.7690292,2.10030355,0.952682798,,,394.7690292,9.444373258,20.77762117,4.023723421,394.7690292,9.444373258,20.77762117,4.023723421,,,7.98,1756.011596
7.99,221.030029,1644.2331,3621.948662,1120.019369,394.5018965,2.099084544,0.952129865,,,394.5018965,9.453900086,20.79858019,4.021859822,394.5018965,9.453900086,20.79858019,4.021859822,,,7.99,1754.823336
8,221.0086662,1644.22378,3621.888577,1119.361063,394.2341451,2.09786264,0.951575618,,,394.2341451,9.463421384,20.81952705,4.019988619,394.2341451,9.463421384,20.81952705,4.019988619,,,8,1753.632324
8.01,220.9872367,1644.214436,3621.828327,1118.701192,393.9657711,2.09663782,0.951020049,,,393.9657711,9.472937141,20.84046171,4.018109766,393.9657711,9.472937141,20.84046171,4.018109766,,,8.01,1752.438543
8.02,220.9657398,1644.205068,3621.76791,1118.039746,393.6967703,2.095410065,0.950463148,,,393.6967703,9.482447341,20.86138415,4.016223216,393.6967703,9.482447341,20.86138415,4.016223216,,,8.02,1751.241974
8.03,220.9441751,1644.195676,3621.707325,1117.376715,393.4271386,2.094179355,0.949904907,,,393.4271386,9.491951973,20.88229434,4.01432892,393.4271386,9.491951973,20.88229434,4.01432892,,,8.03,1750.042598
8.04,220.9225421,1644.18626,3621.646571,1116.712088,393.1568717,2.092945671,0.949345316,,,393.1568717,9.501451022,20.90319225,4.012426832,393.1568717,9.501451022,20.90319225,4.012426832,,,8.04,1748.840397
8.05,220.9008404,1644.176819,3621.585647,1116.045853,392.8859655,2.091708992,0.948784367,,,392.8859655,9.510944475,20.92407784,4.010516901,392.8859655,9.510944475,20.92407784,4.010516901,,,8.05,1747.635352
8.06,220.8790694,1644.167353,3621.524551,1115.378002,392.6144156,2.090469298,0.948222051,,,392.6144156,9.520432319,20.9449511,4.008599078,392.6144156,9.520432319,20.9449511,4.008599078,,,8.06,1746.427443
8.07,220.8572287,1644.157863,3621.463283,1114.708522,392.3422176,2.089226569,0.947658358,,,392.3422176,9.529914539,20.96581199,4.006673315,392.3422176,9.529914539,20.96581199,4.006673315,,,8.07,1745.216652
8.08,220.8353177,1644.148348,3621.401841,1114.037402,392.0693673,2.087980785,0.947093279,,,392.0693673,9.539391123,20.98666047,4.004739559,392.0693673,9.539391123,20.98666047,4.004739559,,,8.08,1744.00296
8.09,220.8133359,1644.138807,3621.340224,1113.364631,391.7958602,2.086731923,0.946526804,,,391.7958602,9.548862055,21.00749652,4.002797761,391.7958602,9.548862055,21.00749652,4.002797761,,,8.09,1742.786345
8.1,220.7912828,1644.129241,3621.278431,1112.690199,391.5216917,2.085479965,0.945958925,,,391.5216917,9.558327323,21.02832011,4.000847869,391.5216917,9.558327323,21.02832011,4.000847869,,,8.1,1741.566789
8.11,220.7691579,1644.119649,3621.21646,1112.014092,391.2468574,2.084224887,0.94538963,,,391.2468574,9.567786913,21.04913121,3.99888983,391.2468574,9.567786913,21.04913121,3.99888983,,,8.11,1740.344271
8.12,220.7469606,1644.110032,3621.15431,1111.336301,390.9713527,2.082966668,0.944818911,,,390.9713527,9.577240809,21.06992978,3.996923593,390.9713527,9.577240809,21.06992978,3.996923593,,,8.12,1739.118771
8.13,220.7246904,1644.100389,3621.091979,1110.656813,390.6951729,2.081705287,0.944246758,,,390.6951729,9.586688998,21.0907158,3.994949104,390.6951729,9.586688998,21.0907158,3.994949104,,,8.13,1737.890268
8.14,220.7023467,1644.090719,3621.029468,1109.975616,390.4183133,2.080440722,0.94367316,,,390.4183133,9.596131466,21.11148922,3.992966309,390.4183133,9.596131466,21.11148922,3.992966309,,,8.14,1736.658741
8.15,220.6799291,1644.081023,3620.966773,1109.292699,390.1407692,2.07917295,0.943098108,,,390.1407692,9.605568197,21.13225003,3.990975154,390.1407692,9.605568197,21.13225003,3.990975154,,,8.15,1735.42417
8.16,220.6574368,1644.071301,3620.903894,1108.608048,389.8625359,2.077901948,0.94252159,,,389.8625359,9.614999178,21.15299819,3.988975584,389.8625359,9.614999178,21.15299819,3.988975584,,,8.16,1734.186532
8.17,220.6348695,1644.061552,3620.840829,1107.921653,389.5836084,2.076627695,0.941943598,,,389.5836084,9.624424394,21.17373367,3.986967543,389.5836084,9.624424394,21.17373367,3.986967543,,,8.17,1732.945807
8.18,220.6122265,1644.051776,3620.777578,1107.233501,389.3039818,2.075350166,0.94136412,,,389.3039818,9.63384383,21.19445643,3.984950975,389.3039818,9.63384383,21.19445643,3.984950975,,,8.18,1731.701972
8.19,220.5895072,1644.041973,3620.714138,1106.543578,389.0236511,2.074069338,0.940783145,,,389.0236511,9.643257471,21.21516644,3.982925824,389.0236511,9.643257471,21.21516644,3.982925824,,,8.19,1730.455005
8.2,220.566711,1644.032143,3620.650508,1105.851873,388.7426114,2.072785188,0.940200664,,,388.7426114,9.652665303,21.23586367,3.980892032,388.7426114,9.652665303,21.23586367,3.980892032,,,8.2,1729.204884
8.21,220.5438374,1644.022285,3620.586686,1105.158373,388.4608576,2.071497692,0.939616665,,,388.4608576,9.66206731,21.25654808,3.97884954,388.4608576,9.66206731,21.25654808,3.97884954,,,8.21,1727.951587
8.22,220.5208858,1644.012399,3620.522672,1104.463064,388.1783844,2.070206825,0.939031137,,,388.1783844,9.671463476,21.27721965,3.97679829,388.1783844,9.671463476,21.27721965,3.97679829,,,8.22,1726.69509
8.23,220.4978555,1644.002485,3620.458464,1103.765933,387.8951868,2.068912563,0.938444069,,,387.8951868,9.680853788,21.29787833,3.974738223,387.8951868,9.680853788,21.29787833,3.974738223,,,8.23,1725.43537
8.24,220.4747459,1643.992543,3620.39406,1103.066968,387.6112594,2.067614881,0.93785545,,,387.6112594,9.690238228,21.3185241,3.972669278,387.6112594,9.690238228,21.3185241,3.972669278,,,8.24,1724.172404
8.25,220.4515564,1643.982573,3620.329459,1102.366154,387.3265968,2.066313755,0.937265268,,,387.3265968,9.699616783,21.33915692,3.970591394,387.3265968,9.699616783,21.33915692,3.970591394,,,8.25,1722.906168
8.26,220.4282864,1643.972574,3620.26466,1101.663478,387.0411938,2.065009158,0.936673512,,,387.0411938,9.708989435,21.35977676,3.96850451,387.0411938,9.708989435,21.35977676,3.96850451,,,8.26,1721.636638
8.27,220.4049353,1643.962547,3620.19966,1100.958926,386.7550448,2.063701066,0.936080171,,,386.7550448,9.718356171,21.38038358,3.966408564,386.7550448,9.718356171,21.38038358,3.966408564,,,8.27,1720.36379
8.28,220.3815023,1643.95249,3620.134458,1100.252485,386.4681444,2.062389451,0.935485232,,,386.4681444,9.727716972,21.40097734,3.964303492,386.4681444,9.727716972,21.40097734,3.964303492,,,8.28,1719.0876
8.29,220.3579869,1643.942404,3620.069052,1099.54414,386.1804868,2.061074288,0.934888683,,,386.1804868,9.737071825,21.42155801,3.962189231,386.1804868,9.737071825,21.42155801,3.962189231,,,8.29,1717.808041
8.3,220.3343883,1643.932289,3620.003442,1098.833877,385.8920665,2.059755551,0.934290513,,,385.8920665,9.746420711,21.44212557,3.960065716,385.8920665,9.746420711,21.44212557,3.960065716,,,8.3,1716.52509
8.31,220.310706,1643.922143,3619.937625,1098.121681,385.6028778,2.058433211,0.933690709,,,385.6028778,9.755763617,21.46267996,3.957932882,385.6028778,9.755763617,21.46267996,3.957932882,,,8.31,1715.238721
8.32,220.2869392,1643.911968,3619.8716,1097.407538,385.3129147,2.057107242,0.933089259,,,385.3129147,9.765100524,21.48322115,3.955790663,385.3129147,9.765100524,21.48322115,3.955790663,,,8.32,1713.948907
8.33,220.2630872,1643.901763,3619.805364,1096.691433,385.0221716,2.055777617,0.93248615,,,385.0221716,9.774431416,21.50374912,3.953638993,385.0221716,9.774431416,21.50374912,3.953638993,,,8.33,1712.655624
8.34,220.2391494,1643.891527,3619.738917,1095.973351,384.7306423,2.054444306,0.93188137,,,384.7306423,9.783756278,21.52426381,3.951477802,384.7306423,9.783756278,21.52426381,3.951477802,,,8.34,1711.358843
8.35,220.215125,1643.88126,3619.672257,1095.253276,384.4383209,2.053107283,0.931274906,,,384.4383209,9.793075091,21.5447652,3.949307024,384.4383209,9.793075091,21.5447652,3.949307024,,,8.35,1710.058539
8.36,220.1910133,1643.870963,3619.605381,1094.531194,384.1452013,2.051766517,0.930666744,,,384.1452013,9.80238784,21.56525325,3.947126588,384.1452013,9.80238784,21.56525325,3.947126588,,,8.36,1708.754684
8.37,220.1668137,1643.860634,3619.538289,1093.807089,383.8512773,2.050421981,0.930056872,,,383.8512773,9.811694508,21.58572792,3.944936424,383.8512773,9.811694508,21.58572792,3.944936424,,,8.37,1707.447252
8.38,220.1425253,1643.850274,3619.470978,1093.080944,383.5565427,2.049073645,0.929445276,,,383.5565427,9.820995077,21.60618917,3.942736462,383.5565427,9.820995077,21.60618917,3.942736462,,,8.38,1706.136213
8.39,220.1181474,1643.839882,3619.403447,1092.352745,383.2609911,2.047721478,0.928831943,,,383.2609911,9.830289529,21.62663696,3.94052663,383.2609911,9.830289529,21.62663696,3.94052663,,,8.39,1704.821541
8.4,220.0936793,1643.829458,3619.335693,1091.622474,382.9646161,2.046365451,0.928216859,,,382.9646161,9.839577849,21.64707127,3.938306854,382.9646161,9.839577849,21.64707127,3.938306854,,,8.4,1703.503205
8.41,220.0691202,1643.819002,3619.267715,1090.890115,382.6674113,2.045005533,0.927600009,,,382.6674113,9.848860017,21.66749204,3.936077061,382.6674113,9.848860017,21.66749204,3.936077061,,,8.41,1702.181179
8.42,220.0444693,1643.808513,3619.199511,1090.155653,382.36937,2.043641693,0.926981381,,,382.36937,9.858136017,21.68789924,3.933837177,382.36937,9.858136017,21.68789924,3.933837177,,,8.42,1700.855432
8.43,220.0197259,1643.797992,3619.13108,1089.419069,382.0704856,2.0422739,0.92636096,,,382.0704856,9.867405831,21.70829283,3.931587126,382.0704856,9.867405831,21.70829283,3.931587126,,,8.43,1699.525934
8.44,219.9948891,1643.787437,3619.062418,1088.680347,381.7707513,2.040902122,0.925738732,,,381.7707513,9.876669441,21.72867277,3.929326831,381.7707513,9.876669441,21.72867277,3.929326831,,,8.44,1698.192656
8.45,219.9699582,1643.776849,3618.993525,1087.93947,381.4701604,2.039526327,0.925114681,,,381.4701604,9.885926828,21.74903902,3.927056214,381.4701604,9.885926828,21.74903902,3.927056214,,,8.45,1696.855567
8.46,219.9449323,1643.766227,3618.924398,1087.19642,381.1687058,2.038146483,0.924488793,,,381.1687058,9.895177975,21.76939155,3.924775199,381.1687058,9.895177975,21.76939155,3.924775199,,,8.46,1695.514637
8.47,219.9198106,1643.755572,3618.855035,1086.451179,380.8663806,2.036762555,0.923861053,,,380.8663806,9.904422863,21.7897303,3.922483704,380.8663806,9.904422863,21.7897303,3.922483704,,,8.47,1694.169834
8.48,219.8945923,1643.744882,3618.785435,1085.70373,380.5631776,2.035374511,0.923231446,,,380.5631776,9.913661473,21.81005524,3.920181649,380.5631776,9.913661473,21.81005524,3.920181649,,,8.48,1692.821127
8.49,219.8692765,1643.734158,3618.715594,1084.954054,380.2590897,2.033982317,0.922599957,,,380.2590897,9.922893788,21.83036633,3.917868954,380.2590897,9.922893788,21.83036633,3.917868954,,,8.49,1691.468483
8.5,219.8438623,1643.723399,3618.645512,1084.202133,379.9541095,2.032585938,0.921966569,,,379.9541095,9.932119788,21.85066353,3.915545534,379.9541095,9.932119788,21.85066353,3.915545534,,,8.5,1690.11187
8.51,219.818349,1643.712605,3618.575186,1083.447948,379.6482296,2.03118534,0.921331268,,,379.6482296,9.941339453,21.8709468,3.913211307,379.6482296,9.941339453,21.8709468,3.913211307,,,8.51,1688.751255
8.52,219.7927355,1643.701775,3618.504614,1082.69148,379.3414426,2.029780488,0.920694037,,,379.3414426,9.950552766,21.89121608,3.910866188,379.3414426,9.950552766,21.89121608,3.910866188,,,8.52,1687.386605
8.53,219.767021,1643.69091,3618.433793,1081.93271,379.0337408,2.028371344,0.920054859,,,379.0337408,9.959759706,21.91147135,3.908510091,379.0337408,9.959759706,21.91147135,3.908510091,,,8.53,1686.017886
8.54,219.7412047,1643.680008,3618.362722,1081.171619,378.7251165,2.026957874,0.919413719,,,378.7251165,9.968960255,21.93171256,3.906142928,378.7251165,9.968960255,21.93171256,3.906142928,,,8.54,1684.645063
8.55,219.7152854,1643.669071,3618.291398,1080.408186,378.415562,2.02554004,0.9187706,,,378.415562,9.978154392,21.95193966,3.903764612,378.415562,9.978154392,21.95193966,3.903764612,,,8.55,1683.268103
